327	250	-142
327	250	-144
327	250	-144
325	252	-144
325	252	-144
327	251	-146
327	251	-146
329	251	-142
326	251	-145
326	251	-145
327	251	-145
326	250	-144
327	251	-142
327	251	-142
326	251	-144
326	251	-144
326	251	-144
327	250	-142
327	250	-142
326	250	-144
326	250	-144
326	250	-144
328	251	-145
327	250	-143
327	250	-143
327	251	-145
327	251	-145
327	251	-145
326	251	-145
326	252	-144
327	250	-147
327	250	-147
327	250	-147
327	252	-145
327	252	-145
326	250	-142
326	250	-142
326	250	-142
327	251	-144
327	251	-144
326	252	-146
326	252	-146
326	252	-146
326	250	-144
326	250	-144
326	249	-146
327	250	-146
326	252	-146
326	252	-146
326	252	-146
327	252	-146
327	252	-146
327	252	-146
326	251	-146
326	251	-146
326	251	-146
327	250	-145
327	250	-145
326	251	-144
327	249	-146
327	249	-146
327	246	-148
327	246	-148
327	246	-148
328	240	-147
328	240	-147
328	240	-147
330	240	-145
330	240	-145
326	241	-149
327	242	-146
327	242	-146
327	241	-147
327	241	-147
328	242	-145
327	240	-148
327	240	-148
327	240	-148
327	241	-150
326	242	-149
327	242	-148
327	242	-148
326	241	-148
327	241	-143
327	241	-143
327	241	-143
328	241	-146
327	241	-146
327	241	-146
326	242	-148
326	242	-148
326	242	-148
328	241	-146
328	241	-146
328	240	-147
328	240	-147
328	240	-147
329	241	-145
329	241	-145
330	240	-143
328	240	-147
328	240	-147
329	241	-147
329	242	-148
329	242	-148
329	242	-148
330	241	-147
330	241	-147
330	241	-147
329	241	-147
329	241	-147
329	240	-146
329	240	-144
329	240	-147
329	240	-147
330	240	-147
330	240	-147
330	240	-147
329	241	-144
329	241	-144
329	241	-144
328	240	-145
328	240	-145
330	241	-145
330	241	-145
328	241	-145
328	241	-145
328	241	-145
329	241	-145
329	241	-145
329	242	-146
329	239	-141
329	240	-147
329	240	-147
329	240	-147
329	240	-144
329	240	-144
329	240	-143
329	240	-143
329	240	-143
329	240	-144
329	240	-144
327	242	-141
327	242	-141
328	242	-143
328	242	-143
328	242	-143
325	247	-141
323	250	-145
323	250	-145
321	255	-142
318	259	-145
318	259	-145
318	259	-145
317	261	-146
317	261	-146
315	264	-145
315	264	-145
315	264	-145
310	267	-146
310	267	-146
310	268	-143
310	268	-143
309	271	-143
309	271	-143
303	279	-143
302	282	-141
300	282	-138
297	283	-139
297	283	-139
297	283	-139
294	287	-141
293	288	-141
293	288	-141
287	292	-142
287	292	-142
279	293	-142
279	293	-142
279	293	-142
276	292	-144
276	292	-144
273	292	-145
273	292	-145
273	292	-145
272	290	-145
272	290	-145
267	294	-143
267	294	-143
262	296	-140
262	296	-140
262	295	-143
262	295	-143
262	295	-143
257	299	-140
257	299	-140
249	308	-137
249	308	-137
247	310	-136
247	310	-136
243	311	-137
243	311	-137
241	312	-135
241	312	-135
241	312	-133
238	312	-135
237	313	-131
237	313	-131
237	313	-131
236	312	-135
237	314	-134
237	314	-134
237	314	-134
236	313	-133
236	313	-133
235	314	-134
235	314	-134
235	313	-132
235	313	-132
234	311	-134
234	311	-134
234	311	-134
236	311	-132
234	313	-131
234	313	-131
234	313	-133
234	313	-133
236	312	-135
236	312	-135
236	312	-135
236	312	-135
236	312	-135
236	312	-135
236	312	-135
238	311	-131
238	311	-131
238	311	-131
238	311	-131
238	311	-131
238	311	-131
238	312	-132
238	312	-132
238	312	-132
238	312	-132
242	310	-132
247	310	-129
250	307	-133
255	305	-132
255	305	-132
259	303	-131
259	303	-131
259	303	-131
263	300	-133
263	300	-133
273	295	-131
273	295	-131
279	293	-133
279	293	-133
288	289	-130
288	289	-130
297	283	-130
297	283	-130
303	280	-133
303	278	-133
303	278	-133
312	272	-131
315	273	-133
315	273	-133
319	267	-129
319	267	-129
324	264	-133
324	264	-133
329	261	-131
329	261	-131
329	261	-131
336	255	-131
336	255	-131
344	249	-131
344	249	-131
344	246	-134
346	247	-131
348	243	-131
348	243	-131
355	237	-132
359	234	-129
364	228	-131
367	227	-131
367	227	-131
383	207	-129
386	203	-129
386	203	-129
394	192	-129
394	192	-129
399	186	-127
400	183	-128
405	177	-128
405	177	-128
405	177	-128
413	162	-125
413	162	-125
427	136	-125
427	136	-125
429	132	-123
429	132	-123
434	118	-125
434	118	-125
442	92	-123
442	92	-123
448	73	-120
449	62	-122
452	53	-118
451	48	-119
453	42	-118
453	35	-120
453	31	-115
453	31	-115
453	31	-115
454	19	-115
453	15	-118
455	12	-113
454	8	-116
454	8	-116
454	8	-116
454	5	-117
454	5	-117
454	1	-115
454	1	-115
452	0	-117
456	-3	-112
456	-3	-112
452	-6	-115
452	-6	-115
453	-10	-114
453	-17	-115
451	-23	-114
451	-23	-114
453	-32	-112
453	-32	-112
450	-41	-113
450	-41	-113
445	-63	-111
445	-70	-111
445	-70	-111
440	-91	-111
432	-111	-111
432	-111	-111
426	-120	-112
426	-120	-112
422	-134	-112
422	-134	-112
415	-149	-110
413	-153	-109
413	-153	-109
409	-159	-112
409	-159	-112
404	-168	-109
404	-168	-109
400	-177	-110
400	-177	-110
392	-188	-109
392	-188	-109
386	-198	-108
386	-198	-108
377	-207	-106
377	-207	-106
369	-218	-107
369	-218	-107
360	-226	-108
360	-226	-108
351	-239	-111
351	-239	-111
340	-247	-109
333	-250	-111
333	-250	-111
326	-258	-111
326	-258	-111
317	-265	-109
317	-265	-109
307	-273	-110
302	-274	-109
302	-274	-109
295	-278	-112
289	-281	-113
289	-281	-113
289	-281	-113
285	-284	-108
280	-288	-112
280	-288	-112
275	-290	-113
275	-290	-113
267	-295	-111
267	-295	-111
261	-296	-113
261	-296	-113
258	-298	-114
258	-298	-111
254	-299	-114
252	-301	-113
252	-301	-113
248	-302	-112
248	-302	-112
243	-305	-112
243	-305	-112
235	-307	-114
235	-307	-114
221	-309	-118
218	-311	-117
218	-311	-117
207	-314	-118
202	-314	-116
202	-314	-116
195	-314	-119
195	-314	-119
191	-315	-119
191	-315	-119
188	-314	-121
188	-315	-120
186	-315	-121
184	-314	-122
184	-314	-122
185	-316	-120
180	-315	-123
178	-317	-123
175	-316	-122
176	-316	-122
176	-316	-122
174	-319	-123
174	-319	-123
176	-319	-121
176	-319	-121
174	-320	-123
165	-322	-121
164	-321	-124
160	-321	-125
151	-322	-126
151	-322	-126
144	-322	-127
144	-322	-127
132	-321	-126
123	-321	-129
113	-318	-130
104	-318	-128
94	-314	-132
89	-314	-132
86	-312	-131
72	-309	-131
59	-302	-130
59	-302	-130
51	-299	-132
51	-299	-132
37	-292	-130
22	-284	-127
16	-280	-131
16	-280	-131
9	-277	-129
3	-273	-128
3	-273	-128
-10	-265	-127
-18	-259	-123
-18	-259	-123
-29	-249	-122
-29	-249	-122
-42	-239	-119
-54	-231	-117
-56	-229	-114
-58	-228	-113
-62	-225	-115
-75	-213	-111
-76	-211	-107
-81	-207	-108
-88	-202	-106
-88	-202	-106
-105	-185	-96
-108	-181	-93
-119	-170	-91
-119	-170	-91
-126	-161	-88
-126	-161	-88
-133	-151	-87
-137	-147	-88
-137	-147	-88
-139	-142	-86
-145	-135	-88
-148	-128	-85
-148	-128	-85
-154	-121	-85
-154	-121	-85
-158	-113	-84
-158	-113	-84
-160	-107	-82
-162	-106	-84
-162	-105	-83
-162	-105	-83
-162	-105	-84
-162	-105	-84
-163	-102	-83
-163	-102	-83
-165	-98	-84
-165	-98	-84
-166	-100	-83
-166	-100	-83
-164	-100	-84
-166	-100	-82
-166	-100	-82
-163	-100	-82
-163	-100	-82
-164	-99	-84
-165	-100	-84
-165	-100	-82
-165	-99	-82
-164	-99	-82
-164	-99	-82
-164	-100	-82
-164	-100	-82
-166	-99	-83
-166	-99	-83
-166	-99	-83
-165	-100	-82
-166	-97	-83
-166	-97	-83
-173	-79	-78
-176	-75	-80
-176	-75	-80
-178	-63	-79
-178	-63	-79
-180	-57	-78
-180	-57	-78
-182	-51	-80
-183	-44	-79
-182	-42	-79
-182	-42	-79
-184	-42	-79
-184	-42	-79
-184	-42	-79
-184	-42	-79
-184	-35	-80
-184	-35	-80
-184	-35	-80
-184	-35	-80
-188	-20	-78
-188	-20	-78
-188	-20	-78
-188	-20	-78
-189	0	-74
-189	0	-74
-189	0	-74
-189	0	-74
-191	18	-75
-191	18	-75
-191	18	-75
-191	18	-75
-191	18	-75
-191	18	-75
-191	18	-75
-185	67	-75
-163	138	-80
-156	153	-86
-153	157	-83
-148	170	-87
-148	170	-87
-140	181	-88
-136	188	-90
-131	197	-91
-120	208	-94
-120	208	-94
-118	213	-93
-106	232	-93
-106	232	-93
-95	249	-96
-85	262	-95
-85	262	-95
-71	271	-99
-71	271	-99
-54	287	-96
-42	296	-97
-36	302	-103
-32	306	-103
-32	306	-103
-11	309	-111
-11	309	-111
-4	313	-111
-4	313	-111
5	325	-110
18	332	-110
18	332	-110
31	342	-110
43	343	-110
53	341	-112
68	350	-112
73	354	-109
